PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_7067	chr4	86575326	86576289	+	140	NA	5' UTR (NM_178376, exon 1 of 1)	5' UTR (NM_178376, exon 1 of 1)	134	NM_178376	68441	Mm.31178	NM_178376	ENSMUSG00000070934	Rraga	1300010C19Rik|AI255374|FIP-1|RAGA	Ras-related GTP binding A	protein-coding
cKO_peak_7540	chr4	155601396	155602295	+	140	NA	intron (NM_177186, intron 1 of 8)	CpG	429	NM_177186	320541	Mm.306018	NM_177186	ENSMUSG00000042202	Slc35e2	A530082C11Rik|AI957035|Slc35e2a	solute carrier family 35, member E2	protein-coding
cKO_peak_7466	chr4	148038438	148038854	+	140	NA	promoter-TSS (NM_010840)	promoter-TSS (NM_010840)	167	NM_011929	26372	Mm.89987	NM_011929	ENSMUSG00000029016	Clcn6	AI850629|Clc6	chloride channel, voltage-sensitive 6	protein-coding
cKO_peak_8739	chr6	122339130	122340654	+	140	NA	promoter-TSS (NM_007905)	promoter-TSS (NM_007905)	-235	NR_073364	13619	Mm.6822	NM_007905	ENSMUSG00000040669	Phc1	AW557034|Edr|Edr1|Mph1|Rae-28|rae28	polyhomeotic 1	protein-coding
cKO_peak_9788	chr8	68061914	68062729	+	140	NA	Intergenic	CpG	-87747	NM_177698	234353	Mm.32525	NM_027626	ENSMUSG00000030465	Psd3	4931420C21Rik|AI661273|BC003498|D430018P08|EFA6D	pleckstrin and Sec7 domain containing 3	protein-coding
cKO_peak_9067	chr7	35754044	35754554	+	140	NA	5' UTR (NM_178704, exon 1 of 19)	5' UTR (NM_178704, exon 1 of 19)	155	NM_178704	233115	Mm.257808	NM_178704	ENSMUSG00000043671	Dpy19l3	6030410G08|9330164H19Rik	dpy-19-like 3 (C. elegans)	protein-coding
cKO_peak_6884	chr4	31937148	31937860	+	140	NA	Intergenic	Intergenic	-26603	NM_009316	26409	Mm.258589	NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|C87327|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding
cKO_peak_4100	chr16	62786467	62786865	+	140	NA	promoter-TSS (NM_178925)	promoter-TSS (NM_178925)	50	NM_178925	106338	Mm.26321	NM_178925	ENSMUSG00000050312	Nsun3	6720484A09Rik|AU022521	NOL1/NOP2/Sun domain family member 3	protein-coding
cKO_peak_7040	chr4	63558520	63559002	+	140	NA	promoter-TSS (NM_001356355)	promoter-TSS (NM_001356355)	-2	NM_001356354	230279	Mm.41523	NM_144905	ENSMUSG00000045917	Tmem268	6330416G13Rik|AW492431|bM230C2.2	transmembrane protein 268	protein-coding
cKO_peak_6482	chr3	86142022	86142512	+	140	NA	intron (NM_016959, intron 1 of 5)	intron (NM_016959, intron 1 of 5)	401	NM_016959	20091	Mm.391785	NM_016959	ENSMUSG00000028081	Rps3a1	Rps3a	ribosomal protein S3A1	protein-coding
cKO_peak_6639	chr3	105686929	105687478	+	140	NA	exon (NM_017397, exon 1 of 11)	exon (NM_017397, exon 1 of 11)	368	NM_017397	53975	Mm.272826	NM_017397	ENSMUSG00000027905	Ddx20	GEMIN3|dp103	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	protein-coding
cKO_peak_4525	chr17	47687689	47688286	+	140	NA	TTS (NM_001290337)	TTS (NM_001290337)	377	NR_045945	100415787	Mm.392206	NR_045945	ENSMUSG00000084880	Tomm6os	Gm14872|Prickle4os	translocase of outer mitochondrial membrane 6, opposite strand	ncRNA
cKO_peak_3493	chr15	45114164	45114652	+	140	NA	exon (NM_026200, exon 1 of 3)	exon (NM_026200, exon 1 of 3)	526	NM_026200	67498	Mm.300079	NM_026200	ENSMUSG00000022342	Kcnv1	2700023A03Rik|vibe	potassium channel, subfamily V, member 1	protein-coding
cKO_peak_6974	chr4	46991062	46992108	+	140	NA	5' UTR (NM_001081141, exon 1 of 19)	5' UTR (NM_001081141, exon 1 of 19)	129	NM_001081141	242425	Mm.101909	NM_001081141	ENSMUSG00000039809	Gabbr2	GABABR2|Gb2|Gm425|Gpr51	gamma-aminobutyric acid (GABA) B receptor, 2	protein-coding
cKO_peak_1880	chr11	101226009	101226405	+	140	NA	intron (NM_007970, intron 1 of 20)	CpG	256	NM_007970	14055	Mm.5027	NM_007970	ENSMUSG00000006920	Ezh1	ENX-2	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein-coding
cKO_peak_9397	chr7	116504404	116504729	+	140	NA	intron (NM_001130479, intron 1 of 13)	CpG	197	NM_001130479	53322	Mm.9901	NM_016773	ENSMUSG00000030659	Nucb2	AI607786|Calnuc|Nefa|Nesfatin-1	nucleobindin 2	protein-coding
cKO_peak_1373	chr11	35979883	35980667	+	140	NA	5' UTR (NM_170779, exon 1 of 23)	5' UTR (NM_170779, exon 1 of 23)	252	NM_170779	211652	Mm.31267	NM_170779	ENSMUSG00000018849	Wwc1	AA408228|AU017197|BC037006|Kibra	WW, C2 and coiled-coil domain containing 1	protein-coding
cKO_peak_5577	chr2	32741451	32742446	+	140	NA	promoter-TSS (NM_027529)	promoter-TSS (NM_027529)	-932	NM_027529	70730	Mm.401360	NM_027529	ENSMUSG00000009551	6330409D20Rik	AA517851	RIKEN cDNA 6330409D20 gene	protein-coding
cKO_peak_6877	chr4	24897895	24898490	+	140	NA	exon (NM_026742, exon 1 of 3)	exon (NM_026742, exon 1 of 3)	109	NM_026742	68493	Mm.204831	NM_026742	ENSMUSG00000028261	Ndufaf4	1110007M04Rik|3000003G13Rik|AW214064	NADH:ubiquinone oxidoreductase complex assembly factor 4	protein-coding
cKO_peak_1538	chr11	65807203	65807635	+	140	NA	promoter-TSS (NM_001362834)	promoter-TSS (NM_001362834)	244	NM_026107	52712	Mm.340052	NM_026107	ENSMUSG00000018347	Zkscan6	1700128E15Rik|D11Ertd714e|KOX11|Zfp535|Znf18	zinc finger with KRAB and SCAN domains 6	protein-coding
cKO_peak_7243	chr4	123411449	123412349	+	140	NA	promoter-TSS (NM_001167918)	promoter-TSS (NM_001167918)	12	NM_001167918	442834	Mm.483803	NM_001167918		D830031N03Rik	Kiaa0754|mKIAA0754	RIKEN cDNA D830031N03 gene	protein-coding
cKO_peak_2332	chr12	80132572	80132893	+	140	NA	non-coding (NR_033514, exon 1 of 3)	non-coding (NR_033514, exon 1 of 3)	112	NR_033514	69548	Mm.269712	NR_033514		2310015A10Rik	5330419I17Rik	RIKEN cDNA 2310015A10 gene	ncRNA
cKO_peak_7972	chr5	111417331	111418611	+	140	NA	5' UTR (NM_001081235, exon 2 of 3)	5' UTR (NM_001081235, exon 2 of 3)	671	NM_001081235	433938	Mm.332576	NM_001081235	ENSMUSG00000070576	Mn1	AA003644|AA009236	meningioma 1	protein-coding
cKO_peak_4538	chr17	51832186	51833275	+	140	NA	promoter-TSS (NM_009122)	promoter-TSS (NM_009122)	-83	NM_009122	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding
cKO_peak_2145	chr12	17544986	17545573	+	140	NA	intron (NM_013614, intron 1 of 11)	CpG	406	NM_013614	18263	Mm.34102	NM_013614	ENSMUSG00000011179	Odc1	ODC	ornithine decarboxylase, structural 1	protein-coding
cKO_peak_4980	chr18	79108827	79110319	+	140	NA	promoter-TSS (NM_053099)	promoter-TSS (NM_053099)	-182	NM_053099	240427	Mm.312871	NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding
cKO_peak_8423	chr6	40471490	40471853	+	140	NA	5' UTR (NM_001286663, exon 1 of 6)	5' UTR (NM_001286663, exon 1 of 6)	203	NM_001364578	381760	Mm.276356	NM_028358	ENSMUSG00000029911	Ssbp1	2810480P10Rik|G630031O20Rik|MtSSB|mtDBP	single-stranded DNA binding protein 1	protein-coding
cKO_peak_10066	chr8	107436130	107436964	+	140	NA	intron (NM_025830, intron 1 of 23)	G-rich|Low_complexity|Low_complexity	177	NM_025830	66894	Mm.390058	NM_025830	ENSMUSG00000031930	Wwp2	1300010O06Rik|AA690238|AIP2|AW554328	WW domain containing E3 ubiquitin protein ligase 2	protein-coding
cKO_peak_8852	chr7	3692578	3692964	+	140	NA	promoter-TSS (NM_001164205)	promoter-TSS (NM_001164205)	215	NM_029934	77582	Mm.397541	NM_029934	ENSMUSG00000035596	Mboat7	5730589L02Rik|BB1|LPLAT 7|Leng4|Lpiat|Lpiat1|m-mboa-7	membrane bound O-acyltransferase domain containing 7	protein-coding
cKO_peak_6843	chr4	11253538	11254263	+	140	NA	intron (NM_178112, intron 1 of 27)	CpG	359	NM_001159595	72656	Mm.246713	NM_178112	ENSMUSG00000040738	Ints8	2810013E07Rik|AV063769|D130008D20Rik	integrator complex subunit 8	protein-coding
cKO_peak_10128	chr8	119910595	119911480	+	140	NA	intron (NM_009462, intron 1 of 13)	CpG	677	NM_009462	22224	Mm.256910	NM_009462	ENSMUSG00000031826	Usp10	2610014N07Rik|UBPO|Uchrp|mKIAA0190	ubiquitin specific peptidase 10	protein-coding
cKO_peak_1360	chr11	32267202	32267663	+	140	NA	exon (NM_001284359, exon 1 of 14)	exon (NM_001284359, exon 1 of 14)	275	NM_001284359	17168	Mm.263161	NM_181569	ENSMUSG00000020289	Nprl3	Aag|CGTHBA|HS-26|HS-40|Mare|Phg|Prox1|m(alpha)RE	nitrogen permease regulator-like 3	protein-coding
cKO_peak_4943	chr18	69346015	69346642	+	140	NA	5' UTR (NM_001361126, exon 1 of 20)	5' UTR (NM_001361126, exon 1 of 20)	168	NM_001361126	21413	Mm.4269	NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding
cKO_peak_446	chr1	151428637	151429119	+	140	NA	promoter-TSS (NM_025819)	promoter-TSS (NM_025819)	336	NM_026876	98685	Mm.289373	NM_026876	ENSMUSG00000053286	Trmt1l	1190005F20Rik|AW226554|C1orf25|Trm1-like|Trm1l	tRNA methyltransferase 1 like	protein-coding
cKO_peak_8685	chr6	114131100	114131613	+	140	NA	exon (NM_172890, exon 1 of 14)	exon (NM_172890, exon 1 of 14)	115	NM_172890	243616	Mm.44683	NM_172890	ENSMUSG00000030307	Slc6a11	D930045G19Rik|E130202I16Rik|GAT4|Gabt4|Gat3	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	protein-coding
cKO_peak_5522	chr2	29125033	29125770	+	140	NA	5' UTR (NM_198033, exon 1 of 26)	5' UTR (NM_198033, exon 1 of 26)	409	NM_198033	269254	Mm.41867	NM_198033	ENSMUSG00000043535	Setx	A130090N03|A930037J23Rik|AOA2|AW060766|Als4|SCAR1|Sen1|mKIAA0625	senataxin	protein-coding
cKO_peak_4998	chr18	82914555	82915153	+	140	NA	intron (NM_001177464, intron 1 of 5)	G-rich|Low_complexity|Low_complexity	222	NM_001177464	329003	Mm.326526	NM_183033	ENSMUSG00000058881	Zfp516	C330029B10Rik|D230016L03|Zfp26l|Znf516|mKIAA0222	zinc finger protein 516	protein-coding
cKO_peak_4347	chr17	27840124	27840457	+	140	NA	intron (NM_011432, intron 1 of 5)	CpG	203	NM_011432	20630	Mm.103949	NM_011432	ENSMUSG00000024217	Snrpc	Snrp1c|U1-C|U1C	U1 small nuclear ribonucleoprotein C	protein-coding
cKO_peak_4352	chr17	28141918	28142836	+	140	NA	promoter-TSS (NM_001368734)	promoter-TSS (NM_001368734)	68	NM_001004366	268935	Mm.258491	NM_001004366	ENSMUSG00000038677	Scube3	CEGF3|D030038I21Rik	signal peptide, CUB domain, EGF-like 3	protein-coding
cKO_peak_8734	chr6	120916325	120917050	+	140	NA	intron (NM_007544, intron 1 of 5)	CpG	137	NM_007544	12122	Mm.235081	NM_007544	ENSMUSG00000004446	Bid	2700049M22Rik|AI875481|AU022477	BH3 interacting domain death agonist	protein-coding
cKO_peak_6792	chr3	152106946	152107356	+	140	NA	intron (NM_016867, intron 4 of 5)	intron (NM_016867, intron 4 of 5)	58749	NM_016867	54120	Mm.97	NM_016867	ENSMUSG00000039131	Gipc2	2200002N01Rik|AU021850|Semcap2	GIPC PDZ domain containing family, member 2	protein-coding
cKO_peak_2772	chr13	59556702	59557784	+	140	NA	promoter-TSS (NM_001284219)	promoter-TSS (NM_001284219)	104	NM_023328	67269	Mm.153008	NM_023328	ENSMUSG00000021557	Agtpbp1	1700020N17Rik|2310001G17Rik|2900054O13Rik|4930445M19Rik|5730402G09Rik|CCP1|Nna1|nmf243|pcd	ATP/GTP binding protein 1	protein-coding
cKO_peak_2857	chr13	81657462	81658120	+	140	NA	promoter-TSS (NM_030257)	promoter-TSS (NM_030257)	-15	NM_030257	80289	Mm.259969	NM_030257	ENSMUSG00000035840	Lysmd3	1110030H10Rik|BC003322	LysM, putative peptidoglycan-binding, domain containing 3	protein-coding
cKO_peak_751	chr10	31445565	31445992	+	140	NA	5' UTR (NM_001359366, exon 1 of 5)	5' UTR (NM_001359366, exon 1 of 5)	180	NM_001359365	21987	Mm.439966	NM_009413	ENSMUSG00000000296	Tpd52l1	D53	tumor protein D52-like 1	protein-coding
cKO_peak_5171	chr19	17836983	17837583	+	140	NA	5' UTR (NM_001163144, exon 1 of 21)	5' UTR (NM_001163144, exon 1 of 21)	349	NM_001190483	18552	Mm.3401	NM_001163144	ENSMUSG00000024713	Pcsk5	PC5|PC6|SPC6|b2b1549Clo|b2b585Clo	proprotein convertase subtilisin/kexin type 5	protein-coding
cKO_peak_5222	chr19	32755962	32757323	+	140	NA	promoter-TSS (NM_008960)	promoter-TSS (NM_008960)	-935	NM_008960	19211	Mm.245395	NM_008960	ENSMUSG00000013663	Pten	2310035O07Rik|A130070J02Rik|AI463227|B430203M17Rik|MMAC1|PTENbeta|TEP1	phosphatase and tensin homolog	protein-coding
cKO_peak_8792	chr6	134791950	134792608	+	140	NA	promoter-TSS (NR_151454)	promoter-TSS (NR_151454)	-81	NR_151454	105242798	Mm.398227	NR_151454		1700055D16Rik	-	RIKEN cDNA 1700055D16 gene	ncRNA
cKO_peak_9141	chr7	47132114	47132871	+	140	NA	5' UTR (NM_001163565, exon 1 of 14)	5' UTR (NM_001163565, exon 1 of 14)	106	NM_001163565	19259	Mm.4654	NM_013643	ENSMUSG00000030854	Ptpn5	Step	protein tyrosine phosphatase, non-receptor type 5	protein-coding
cKO_peak_8661	chr6	108185144	108185517	+	140	NA	exon (NM_145937, exon 1 of 9)	exon (NM_145937, exon 1 of 9)	253	NM_145937	58911	Mm.439876	NM_145937	ENSMUSG00000030101	Sumf1	AA543204|AI463102|AI851573|FGE	sulfatase modifying factor 1	protein-coding
cKO_peak_4478	chr17	44078826	44079199	+	140	NA	intron (NM_032003, intron 1 of 3)	intron (NM_032003, intron 1 of 3)	210	NM_001329620	83965	Mm.30145	NM_032003	ENSMUSG00000023960	Enpp5	AW061004|D17Abb1e|E-NPP 5	ectonucleotide pyrophosphatase/phosphodiesterase 5	protein-coding
cKO_peak_8336	chr6	22355694	22356146	+	140	NA	intron (NM_138587, intron 1 of 9)	CpG	161	NM_138587	27999	Mm.490307	NM_138587	ENSMUSG00000029672	Fam3c	D6Wsu176e|Ilei	family with sequence similarity 3, member C	protein-coding
cKO_peak_5851	chr2	116062529	116064788	+	140	NA	intron (NM_001346047, intron 2 of 13)	intron (NM_001346047, intron 2 of 13)	961	NM_001346036	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
cKO_peak_9235	chr7	80261179	80261586	+	140	NA	TTS (NM_177765)	TTS (NM_177765)	167	NM_031375	83485	Mm.21175	NM_031375	ENSMUSG00000047084	Ngrn	AW552001	neugrin, neurite outgrowth associated	protein-coding
cKO_peak_8026	chr5	117318919	117319628	+	140	NA	promoter-TSS (NM_001033311)	promoter-TSS (NM_001033311)	7	NM_001033311	231668	Mm.298603	NM_001033311	ENSMUSG00000066894	Vsig10	-	V-set and immunoglobulin domain containing 10	protein-coding
cKO_peak_3524	chr15	59080977	59081833	+	140	NA	intron (NM_001146180, intron 1 of 13)	CpG	621	NM_001146180	211401	Mm.215481	NM_144800	ENSMUSG00000022353	Mtss1	2310003N14Rik|BC024131|D130001D01Rik|Mim|mKIAA0429	MTSS I-BAR domain containing 1	protein-coding
cKO_peak_2738	chr13	54949440	54949964	+	140	NA	exon (NM_153131, exon 1 of 16)	exon (NM_153131, exon 1 of 16)	291	NM_153131	107448	Mm.23573	NM_153131	ENSMUSG00000025876	Unc5a	Unc5h1|mKIAA1976	unc-5 netrin receptor A	protein-coding
cKO_peak_1833	chr11	97744063	97745097	+	140	NA	promoter-TSS (NR_106180)	promoter-TSS (NR_106180)	124	NM_054051	108083	Mm.39700	NM_054051	ENSMUSG00000018547	Pip4k2b	AI848124|PI5P4Kbeta|Pip5k2b|c11	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	protein-coding
cKO_peak_4103	chr16	63863726	63864427	+	140	NA	promoter-TSS (NM_010140)	promoter-TSS (NM_010140)	99	NM_001362452	13837	Mm.1977	NM_010140	ENSMUSG00000052504	Epha3	AW492086|Cek4|EK4|ETK1|End3|Hek|Hek4|Mek4|Tyro4	Eph receptor A3	protein-coding
cKO_peak_8946	chr7	24081899	24082355	+	140	NA	5' UTR (NM_001289641, exon 1 of 5)	5' UTR (NM_001289641, exon 1 of 5)	230	NM_001045486	210135	Mm.32254	NM_172483	ENSMUSG00000057101	Zfp180	2310040I01Rik|AI852378|D130011P11|HHZ168	zinc finger protein 180	protein-coding
cKO_peak_15	chr1	9699821	9701137	+	140	NA	promoter-TSS (NM_001290397)	promoter-TSS (NM_001290397)	-270	NM_001290397	17864	Mm.479	NM_008651	ENSMUSG00000025912	Mybl1	A-myb|G1-419-6|repro9	myeloblastosis oncogene-like 1	protein-coding
cKO_peak_5307	chr19	46056559	46057369	+	140	NA	intron (NM_001081214, intron 1 of 13)	CpG	425	NM_001081214	226169	Mm.2415	NM_145504	ENSMUSG00000055491	Pprc1	A930018M19|BC013720|PRC|mKIAA0595	peroxisome proliferative activated receptor, gamma, coactivator-related 1	protein-coding
cKO_peak_6875	chr4	24496005	24497016	+	140	NA	promoter-TSS (NR_149739)	promoter-TSS (NR_149739)	59	NM_199467	212377	Mm.120919	NM_199467	ENSMUSG00000045751	Mms22l	F730047E07Rik|Gm134	MMS22-like, DNA repair protein	protein-coding
cKO_peak_9428	chr7	122132532	122133375	+	140	NA	promoter-TSS (NM_001289845)	promoter-TSS (NM_001289845)	-7	NM_001081238	233826	Mm.38348	NM_172744	ENSMUSG00000044702	Palb2	BC066140	partner and localizer of BRCA2	protein-coding
cKO_peak_5805	chr2	103073104	103074064	+	140	NA	promoter-TSS (NM_001355473)	promoter-TSS (NM_001355473)	-71	NM_175094	27402	Mm.315011	NM_175094	ENSMUSG00000010914	Pdhx	AI481367|E3bp|Pdx1	pyruvate dehydrogenase complex, component X	protein-coding
cKO_peak_8974	chr7	27258754	27259512	+	140	NA	intron (NM_010950, intron 1 of 9)	intron (NM_010950, intron 1 of 9)	372	NM_010950	18223	Mm.458153	NM_010950	ENSMUSG00000063160	Numbl	nbl	numb-like	protein-coding
cKO_peak_5592	chr2	34802369	34802737	+	140	NA	Intergenic	CpG	-2641	NM_145522	227746	Mm.158705	NM_145522	ENSMUSG00000070953	Rabepk	8430412M01Rik|9530020D24Rik|AV073337|C87311|Rab9p40	Rab9 effector protein with kelch motifs	protein-coding
cKO_peak_2848	chr13	76384012	76385284	+	140	NA	promoter-TSS (NM_030174)	promoter-TSS (NM_030174)	-313	NM_030174	78771	Mm.316249	NM_030174	ENSMUSG00000021596	Mctp1	2810465F10Rik	multiple C2 domains, transmembrane 1	protein-coding
cKO_peak_4873	chr18	51117459	51118188	+	140	NA	promoter-TSS (NM_001081224)	promoter-TSS (NM_001081224)	-75	NM_001081224	71373	Mm.63546	NM_001081224	ENSMUSG00000073565	Prr16	5430406M13Rik|AI607429	proline rich 16	protein-coding
cKO_peak_8154	chr5	135149146	135150208	+	140	NA	promoter-TSS (NM_013763)	promoter-TSS (NM_013763)	-9	NM_013763	27368	Mm.36746	NM_013763	ENSMUSG00000005374	Tbl2	C76179|WS-bTRP	transducin (beta)-like 2	protein-coding
cKO_peak_2474	chr12	109067668	109068324	+	140	NA	intron (NM_001163175, intron 1 of 6)	GC_rich|Low_complexity|Low_complexity	221	NM_001163175	380785	Mm.342085	NM_001163175	ENSMUSG00000040867	Begain	BM948371|Gm897	brain-enriched guanylate kinase-associated	protein-coding
cKO_peak_586	chr1	180332164	180332743	+	140	NA	exon (NM_001081175, exon 2 of 8)	exon (NM_001081175, exon 2 of 8)	-1904	NR_003623	277333	Mm.389223	NM_199472		Gm5069	EG277333	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
cKO_peak_416	chr1	135283439	135284158	+	140	NA	exon (NM_001159624, exon 1 of 10)	exon (NM_001159624, exon 1 of 10)	286	NM_001159624	215615	Mm.291048	NM_145417	ENSMUSG00000041926	Rnpep	-	arginyl aminopeptidase (aminopeptidase B)	protein-coding
cKO_peak_2801	chr13	66932439	66933791	+	140	NA	promoter-TSS (NM_025547)	promoter-TSS (NM_025547)	-43	NM_025547	66410	Mm.347939	NM_025547	ENSMUSG00000021519	Mterf3	2410017I18Rik|Mterfd1	mitochondrial transcription termination factor 3	protein-coding
cKO_peak_8406	chr6	38550872	38551251	+	140	NA	promoter-TSS (NM_001170848)	promoter-TSS (NM_001170848)	-273	NM_001311099	192196	Mm.276133	NM_138680	ENSMUSG00000029823	Luc7l2	4930471C18Rik|AA522013|AU015269|CGI59|Cgi74	LUC7-like 2 (S. cerevisiae)	protein-coding
cKO_peak_7727	chr5	35105406	35105733	+	140	NA	exon (NM_013587, exon 1 of 8)	exon (NM_013587, exon 1 of 8)	130	NM_013587	16976	Mm.277661	NM_013587	ENSMUSG00000029103	Lrpap1	AA617339|AI790446|AU042172|C77774|HBP44|RAP	low density lipoprotein receptor-related protein associated protein 1	protein-coding
cKO_peak_6779	chr3	145118541	145119204	+	140	NA	intron (NM_001162539, intron 1 of 14)	CpG	272	NM_025714	52184	Mm.259105	NM_025714	ENSMUSG00000028256	Odf2l	4733401D09Rik|9630045K08Rik|D3Ertd250e	outer dense fiber of sperm tails 2-like	protein-coding
cKO_peak_9817	chr8	70352723	70353289	+	140	NA	5' UTR (NM_030680, exon 1 of 24)	5' UTR (NM_030680, exon 1 of 24)	273	NM_001122829	19704	Mm.258280	NM_030680	ENSMUSG00000058301	Upf1	B430202H16Rik|NORF1|PNORF-1|Rent1|Upflp	UPF1 regulator of nonsense transcripts homolog (yeast)	protein-coding
cKO_peak_899	chr10	75060313	75061503	+	140	NA	promoter-TSS (NM_001081412)	promoter-TSS (NM_001081412)	12	NM_001081412	110279	Mm.333722	NM_001081412	ENSMUSG00000009681	Bcr	5133400C09Rik|AI561783|AI853148|mKIAA3017	breakpoint cluster region	protein-coding
cKO_peak_6299	chr3	20057878	20058135	+	140	NA	promoter-TSS (NR_105047)	promoter-TSS (NR_105047)	195	NM_001355097	20585	Mm.209650	NM_009210	ENSMUSG00000002428	Hltf	AF010600|BC057116|P113|Smarca3|Snf2l3	helicase-like transcription factor	protein-coding
cKO_peak_3414	chr15	11399249	11399628	+	140	NA	intron (NM_033074, intron 1 of 18)	CpG	220	NM_033074	110960	Mm.286061	NM_033074	ENSMUSG00000022241	Tars	D15Wsu59e|ThrRS	threonyl-tRNA synthetase	protein-coding
cKO_peak_7118	chr4	103113917	103115100	+	140	NA	promoter-TSS (NM_146254)	promoter-TSS (NM_146254)	118	NM_001286222	71148	Mm.288721	NM_027696	ENSMUSG00000028522	Mier1	4933425I22Rik|5830411K19Rik|er1	MEIR1 treanscription regulator	protein-coding
cKO_peak_6409	chr3	58576700	58577282	+	140	NA	intron (NM_001040396, intron 1 of 5)	CpG	355	NM_001040396	69227	Mm.270950	NM_001040396	ENSMUSG00000075700	Selenot	2810407C02Rik|5730408P04Rik|Selt	selenoprotein T	protein-coding
cKO_peak_3779	chr15	99369947	99370344	+	140	NA	intron (NM_001310623, intron 1 of 24)	CpG	337	NM_001310623	22379	Mm.29043	NM_011711	ENSMUSG00000023008	Fmnl3	2700073B04Rik|FBP11|Wbp3|mKIAA2014	formin-like 3	protein-coding
cKO_peak_6644	chr3	106547184	106548202	+	140	NA	promoter-TSS (NM_001286987)	promoter-TSS (NM_001286987)	-68	NM_001357818	99712	Mm.429443	NM_133869	ENSMUSG00000040774	Cept1	9930118K05Rik|mCEPT1	choline/ethanolaminephosphotransferase 1	protein-coding
cKO_peak_9814	chr8	70234045	70235015	+	140	NA	promoter-TSS (NM_133972)	promoter-TSS (NM_133972)	-108	NM_133972	76813	Mm.383251	NM_133972	ENSMUSG00000002343	Armc6	2410153K17Rik|AW554412	armadillo repeat containing 6	protein-coding
cKO_peak_5790	chr2	94178468	94178959	+	140	NA	Intergenic	Intergenic	-20804	NM_019657	56348	Mm.22505	NM_019657	ENSMUSG00000027195	Hsd17b12	2610510O05Rik|AI172963|KIK-I|Kik1	hydroxysteroid (17-beta) dehydrogenase 12	protein-coding
cKO_peak_6361	chr3	40744845	40746049	+	140	NA	promoter-TSS (NM_011020)	promoter-TSS (NM_011020)	-166	NM_011020	18415	Mm.39330	NM_011020	ENSMUSG00000025757	Hspa4l	94kDa|AI461691|APG-1|Osp94	heat shock protein 4 like	protein-coding
cKO_peak_2696	chr13	48513160	48513457	+	140	NA	5' UTR (NM_001164575, exon 1 of 5)	5' UTR (NM_001164575, exon 1 of 5)	102	NM_001164575	67911	Mm.251375	NM_026450	ENSMUSG00000050954	Zfp169	1700025J14Rik|4930429A13Rik|BE688704	zinc finger protein 169	protein-coding
cKO_peak_10367	chr9	44734046	44734635	+	140	NA	intron (NM_153537, intron 1 of 21)	CpG	858	NM_153537	102693	Mm.28639	NM_153537	ENSMUSG00000048537	Phldb1	AU041016|D330037A14Rik|Ll5a	pleckstrin homology like domain, family B, member 1	protein-coding
cKO_peak_10447	chr9	57520931	57521850	+	140	NA	exon (NM_007747, exon 1 of 5)	exon (NM_007747, exon 1 of 5)	158	NM_007747	12858	Mm.273403	NM_007747	ENSMUSG00000000088	Cox5a	AA959768|CcOX	cytochrome c oxidase subunit 5A	protein-coding
